geoid,name,var_001,var_002,var_003,var_004,var_005,var_006,var_007,var_008,var_009,var_010,no_broadband,var_001_pct,var_002_pct,var_003_pct,var_004_pct,var_005_pct,var_006_pct,var_007_pct,var_008_pct,var_009_pct,var_010_pct,no_broadband_pct
08107,"Routt County, Colorado",24472,23657,32,22819,20669,16101,4568,2150,806,815,3803,1,0.9666966328865643,0.0013076168682576005,0.9324534161490683,0.8445979078130108,0.6579355998692383,0.18666230794377248,0.08785550833605754,0.032935599869238316,0.03330336711343576,0.15540209218698922
0873825,"Steamboat Springs city, Colorado",12482,12077,0,11919,11020,9114,1906,899,158,405,1462,1,0.9675532767184746,0,0.9548950488703734,0.8828713347219996,0.7301714468835122,0.15269988783848742,0.07202371414837366,0.012658227848101266,0.0324467232815254,0.11712866527800032
